disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,declarationDate,fyDeclared
3260,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3260,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3260,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3260,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3260,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3260,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3260,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3260,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3260,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3260,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3260,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,0,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3261,0,0,1,0,2005-09-21T19:07:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3268,0,0,1,0,2006-10-15T18:00:00.000Z,2006
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3267,0,0,1,0,2006-07-21T07:34:00.000Z,2006
3266,0,0,1,0,2006-05-02T11:15:00.000Z,2006
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3265,0,0,1,0,2006-02-24T18:55:00.000Z,2006
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3266,0,0,1,0,2006-05-02T11:15:00.000Z,2006
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3266,0,0,1,0,2006-05-02T11:15:00.000Z,2006
3267,0,0,1,0,2006-07-21T07:34:00.000Z,2006
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3266,0,0,1,0,2006-05-02T11:15:00.000Z,2006
3267,0,0,1,0,2006-07-21T07:34:00.000Z,2006
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3266,0,0,1,0,2006-05-02T11:15:00.000Z,2006
3268,0,0,1,0,2006-10-15T18:00:00.000Z,2006
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3264,0,0,1,0,2005-10-19T19:56:00.000Z,2005
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3267,0,0,1,0,2006-07-21T07:34:00.000Z,2006
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3267,0,0,1,0,2006-07-21T07:34:00.000Z,2006
3267,0,0,1,0,2006-07-21T07:34:00.000Z,2006
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3263,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3268,0,0,1,0,2006-10-15T18:00:00.000Z,2006
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3262,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3268,0,0,1,0,2006-10-15T18:00:00.000Z,2006
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3263,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3267,0,0,1,0,2006-07-21T07:34:00.000Z,2006
3263,0,0,1,0,2005-09-30T17:04:00.000Z,2005
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3267,0,0,1,0,2006-07-21T07:34:00.000Z,2006
3269,0,0,1,0,2006-12-29T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3271,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3271,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3271,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3271,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3271,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3270,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3271,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3271,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3271,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3271,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3271,0,0,1,0,2007-01-07T00:00:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
3272,0,0,1,0,2007-01-14T22:30:00.000Z,2007
