disasterNumber,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,declarationDate,fyDeclared
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1088,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1088,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1088,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1088,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1088,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1088,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1088,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1088,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1088,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1088,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1087,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1088,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1091,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1092,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1091,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1089,0,0,1,0,1996-01-13T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1092,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1091,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1091,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1092,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1092,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1090,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1092,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1092,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1092,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1092,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1091,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1094,0,1,1,0,1996-01-23T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1094,0,1,1,0,1996-01-23T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,0,0,1996-01-21T00:00:00.000Z,1996
1094,0,1,1,0,1996-01-23T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1094,0,1,1,0,1996-01-23T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1094,0,1,0,0,1996-01-23T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1094,0,1,1,0,1996-01-23T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1093,0,1,1,0,1996-01-21T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1095,0,1,1,0,1996-01-24T00:00:00.000Z,1996
1095,0,0,1,0,1996-01-24T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1097,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1097,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1097,0,0,1,0,1996-01-27T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1096,0,1,0,0,1996-01-25T00:00:00.000Z,1996
1097,0,1,0,0,1996-01-27T00:00:00.000Z,1996
1097,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1097,0,1,0,0,1996-01-27T00:00:00.000Z,1996
1097,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1097,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1097,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1096,0,1,1,0,1996-01-25T00:00:00.000Z,1996
1097,0,1,0,0,1996-01-27T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1098,0,0,1,0,1996-01-27T00:00:00.000Z,1996
1098,0,0,1,0,1996-01-27T00:00:00.000Z,1996
1097,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,0,0,1996-02-09T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,1,0,0,1996-01-27T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,0,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1099,0,1,0,0,1996-02-09T00:00:00.000Z,1996
1100,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1099,0,0,1,0,1996-02-09T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1100,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,0,1,0,1996-01-27T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1097,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1098,0,0,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1100,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,0,1,0,1996-01-27T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,0,0,1996-02-09T00:00:00.000Z,1996
1098,0,0,1,0,1996-01-27T00:00:00.000Z,1996
1100,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1097,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,0,1,0,1996-01-27T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1100,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1098,0,1,1,0,1996-01-27T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
1099,0,1,1,0,1996-02-09T00:00:00.000Z,1996
