disasterNumber,disasterType,incidentType,title,hash
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",b8e57be0b787afaf6f02001ea6c27279
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",db160572dbd93351d38a87e44c748e2f
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",943f5023ef95ccb5f7999f80cdd98589
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",53c16966288df0803f6dec3492c8cbb7
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",28bb3ccd2f61714fcdc59bdc4a1898c6
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",c9c2c12f4f3352281f154494dd65d2b8
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",7201d0e437cdc7ad2f2800aae7f4c93c
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",37bb3d2fa2d6c5d88930f2f74a88f569
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",ca5f41c5530c5fef232f7a53aa5dd558
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",39e689dde29628a8ef7f481eada6bd32
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",10e4c83864f869faed7c2561c9685864
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",1a4999d3a8e8c3034ce2c82f274bb9bd
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",ca03365bed38e78775f883ce71c49594
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2caac441aa2a426658c1dd8a9c6621c8
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",56ab528ae9b6315ebf81d3fe9951436e
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",4432e5fdf82c52a71e42b898ab6b9800
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",b84e55885c54763b1edf882a6301fd0f
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",213e23a60d7153d3aa2a8dcc90c20de4
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",19a55b479805839e5d2c9530ed648d33
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",c9646501f09ed2dc1a1fd4c2da1d3634
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",8abc80233b0efa5656e4b9c99f690c30
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",d0bf00d15d05d2fff627ffc10ec60c29
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",d39e0d1e1dcd5d24b39ba22dcc3495b8
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",d46401c35c94e2197c60e91a305534bf
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",8c42762049fe15dce4fa3ad23e84aea5
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",9a037e39e8184ca45dcb75be626395ca
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",3f68bf4bb91e515435ddd7537926932d
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",24319152e07c8f7352e7b6b8c104d90c
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",bb30e8a9aa4e72574eafb68a44685038
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",49bb461857c29f19b013085f1b0a95b6
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",d7c810ee8bb43232e611c936d08a5249
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",b21736261ac9ebc9508856ef25353b62
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",b268fe13e15b8f09991a892eaf71f676
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",20ece316f144fe99e27204913eb3d698
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",98b15f59d600903ae3f0da42bf4c89be
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",19ba6104472c718e4c0f539f8d2945d4
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",faf9b23322784d33b9bd05eed8cb11d1
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",fbd4165f24c623d7b370ad84e9a3cf3e
1578,DR,Snow,SEVERE WINTER STORM AND RECORD SNOW,58febc516ab711b151e2acb6f6021e9c
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",1c25c932abf536a4c74be5b9b4c694a1
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",f69b379f0c24e8f308fef73d0b78cef2
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",056df7c683115c7cc441c9497de9b761
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",febdc449fba016cd8620bcf9e6e20a6d
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",6ad2d6d01f195194216027c969251094
1579,DR,Severe Storm(s),"SEVERE WINTER STORMS, HEAVY RAINS, AND FLOODING",68d36bd37296d72a25a32345ced50b10
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",460250f378a7f293f10727f3c26df249
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",f40567b205e315565896153ccd55c6bb
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2deaec1ad5e27cb6361bb5f45f07adcb
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",710641afed10f21ae17de317f353146e
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",9a0d0fbc3a5fdc6ca4eb6918722443b1
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",0653f0d62f039e7657b98c501b01a8eb
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",5e55c7d7ac9c2a6a5ec75436bc918c96
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",ede31e44e370578af8d87518dc7661ca
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",733339d2db5e01afb74515e37ec6a390
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",e47182dc514f3aff1ce44142a73b6a96
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",d38dc89653cf3feb346ceefd5fe26e44
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",3b7eeae0d421192433661923d8707505
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",a42db9f41194cbc91881949955266e46
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",e67a6f556ec1bbfc35ba61fc3f2956f2
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",fc563bea85a378d6d518ae5a1d0e3661
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",434351edce0d23a589c6ae096a8fe210
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",a411c00998c95fabe9e81a17b9fee5eb
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",82513bc208c555146b1cb3b75875805c
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",25e3d86948fcb37c17e31e294e0598ab
1583,DR,Severe Storm(s),HEAVY RAINS AND FLOODING,3520d601179164d26604123d41bc2917
1581,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,13fdfdf04c1496ab196fce096c2bd6d2
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",77480e09832023a32924508c8c398623
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,47715ace9886e61af0b6e2b413fe2db8
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",0923e376124c2d3bb50ba1a13b96a317
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",7b65c3804f6c1e15078422aa9d4eca93
1585,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUD AND DEBRIS FLOWS",2ade9f52fd99fbc5b76c54c7389ab1e2
1582,DR,Typhoon,"TC OLAF, INCLUD. HIGH WINDS AND SURF AND HEAVY RAINFALL",975d1d10240cb40b1e0d4abc6dc8845b
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",be7d426185995241b25c57f30f950b1d
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",e8d720b7325262a9ce05673e9a01c428
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,95c534f71f2eda932eeb5664424e87e9
1585,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUD AND DEBRIS FLOWS",c91455896b5993737710089ff71c524c
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",bf1312f59fe8bdeedde6d84547bfd3f7
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",1ef00c1927a25ff6372fdfdf1716d638
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",167e79919f899453087e24d623c9b83f
1582,DR,Typhoon,"TC OLAF, INCLUD. HIGH WINDS AND SURF AND HEAVY RAINFALL",6453c08bd61f6f1c7ad063652a779fce
1581,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,f5a004e9db6939eb6bf83f2946d57ae1
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,450d492af1d53625f5f6cc308ae521c3
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,b3f8962aad39c5cc6174f2c2b4d5469c
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",a6c39852a81227c75f46fc3f93897ae5
1585,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUD AND DEBRIS FLOWS",adb367c44462aa0309ba7634c40f41e2
1581,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,54ed77c77609f2580e3c5ec916742bd9
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,11a74f0a3ccc336fe1e262bd4587f702
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",819bf8c14f83917de9edfba6329db2c6
1582,DR,Typhoon,"TC OLAF, INCLUD. HIGH WINDS AND SURF AND HEAVY RAINFALL",a47fa10ec0abcc7c5f896575615b1412
1583,DR,Severe Storm(s),HEAVY RAINS AND FLOODING,7ec2fafad590b5b457ebb99056584f35
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,81cae4eb88fe198198efedc68aeb9a55
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",62b18fe76f4e475203ae678ed1823e73
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",7bf99f1e0843e3e69883622533a2d8d0
1581,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,a51cc875a3bdab1aa503b80facac5662
1585,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUD AND DEBRIS FLOWS",2746090d6673a86992674d51aa8b0efe
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1fe542beb5377eeeba03cb4b5baf8615
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",bad2da02324bffec0942e85963b5a379
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",d17fde8f204e119b3425da65dd9a459a
1584,DR,Severe Storm(s),SEVERE WINTER STORM,475f2995a4de42d0524b5bcd59a4faad
1585,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUD AND DEBRIS FLOWS",51760c1ab6e55dfe6606015995db8928
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",01ba9fbe7aeb677e52cf0b8d41428fde
1581,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,e2747d22b578e5ad8e303e7c499a3c71
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,a6796052333e041d99b8bdf7f73a09be
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",1152afd1d94cd9f152442affcdf203a5
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",0dc2f6b09947b7c0b1dbdf7390c57dfe
1582,DR,Typhoon,"TC OLAF, INCLUD. HIGH WINDS AND SURF AND HEAVY RAINFALL",4184655919287e99fbd870574a74a04c
1585,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUD AND DEBRIS FLOWS",0a4a2fbc2ad30505d39118b6673f978b
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",e1bc3c23dc51f63ac8a5c60e7e05dea6
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",0e42ee5a333d0c929858040e5688d420
1581,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,049053b800d83ab02807de75892de026
1581,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,611c74167dfcd4bdd99bcf963859ed3f
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,f71bb2bb32e80a06f1667f478cc4723f
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,23a3a31bb52ee7826858ae31d681ad3c
1581,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,bcca8ccc097b2beb30ef51f6aa864ade
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2a71f0150f5c27182a870a0dbffe6a48
1586,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,4970db99f81ee126f1ea82aa2e009be4
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",1b0a4d113609201a10e01baf16b869a3
1585,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUD AND DEBRIS FLOWS",655b6967fa15c27768f7c10761abbc47
1580,DR,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",bb39363d407acff8cbb7f34df144d06b
1582,DR,Typhoon,"TC OLAF, INCLUD. HIGH WINDS AND SURF AND HEAVY RAINFALL",47fa881efd9dbc3c55ba6cb594d6eb88
1587,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,d5dd64e12e5e3c00b3af76dd03e9b7e5
1587,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,78aaf0cc690cdbb247342d09d10090ea
1588,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,e3c008fd5289104c0b83bcd362ccbb93
1587,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1edded0cc281a680cd65a2e82326c6e8
1588,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,c26bc4a49bd11f5ee981cc5fdea6fcc9
1587,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,4a342e9d4b01d730f96957e32cb3e88c
1587,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,d9a4f6a835ba9fa2986c004d47ac9f1b
1588,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,b2d53996bd18c75af5a77b67d83a5376
1587,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,4f78868af9753cd18e6d28d86043ba5c
1587,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,f5d21d280ee30a7553fdf20f7d06d14b
1588,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,0f8803fcb57bf8c5342fdb59879f62d3
1587,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,b0101c9f2de568ad04493df820817b37
1588,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,3a3f07b04632762cd7cc9ba51d4ad244
1587,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,da5af95415e4596458df58f64549aa76
1588,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,7f93b47059d46c73d825653029734d25
1587,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,55ec64b8609293fb8b28bcff6f96f8c3
1587,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,0dae54cfb3dc48e38820bee64d065f3c
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,a6a5e6510ac191e936772849405354c7
1588,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,d84167df74d349441d43c92f8dfd7cb0
1590,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,43b0ac38442e60125b90a1a64f579d57
1590,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,9f7256fc5fdc2c60b4ebdb3e6f7b1809
1593,DR,Hurricane,HURRICANE DENNIS,0b375454e01c16ea57873d32f4e4d3f3
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,df4a1f343690dfa7f316f1144e4895ee
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,7f46746b999b5d336ccba40ad0a61e02
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",79f5a97bdcab6c67fa19bc549f7ba154
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",eecee25640b23cbe46249ffa51366d8b
1593,DR,Hurricane,HURRICANE DENNIS,ae2780681bd2f6198ad898664e58e197
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,f38032c7962a8c66e529793f8e59890a
1593,DR,Hurricane,HURRICANE DENNIS,f8af92120325298e0a7d0d513d0c7131
1592,DR,Flood,HEAVY RAINS AND FLOODING,6fa5b1649cf7b3022bbdaf3f16237d73
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,7e547f2a14e4c8a210ad253dc21b10b6
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,d5e7f97c3749ba20914e9b8e0d88afff
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",e2e75bac6a74f07479fcef468291ca4c
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",500a5c35c45375d08aa9f70df2b939e2
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1ea9c515ee296c732153dc034788da60
1593,DR,Hurricane,HURRICANE DENNIS,0a370a4a6856fdcc6157893595956b76
1590,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,e70631111ef312c0b4f382345fafc934
1590,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,d08cfb9f4b4a7ee832712832f38aa84b
1593,DR,Hurricane,HURRICANE DENNIS,92f672ead687e12bb7378ba3bd713725
1592,DR,Flood,HEAVY RAINS AND FLOODING,0c3369f5028f43002974202b4ae9759d
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,8e3ab28f646eb63ff84ba6a7e617a7b0
1588,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,4f6c5525c7a5cc7918c9fd3e8b5fbf94
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",b10efaefcca152bec5192add6d024cf0
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,4badec2caf81a69a260fe16af5dfd7eb
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",1a6ba9fa882c9ababdf6302db22b97e8
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,83cc6a0cf9f468fc3f163c7d5e6b6888
1588,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,50610aaf0c13f7a5274aa9984741abd4
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",e0af6fe2efc6bd9a7d14771e15049076
1590,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,cdfa4377e95701d1f64bd795f5ab80b1
1593,DR,Hurricane,HURRICANE DENNIS,29f8ce105ab07929a6f904ef5f48b8cc
1593,DR,Hurricane,HURRICANE DENNIS,5d8600cc5a5418557f0db8b3ba07fd22
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,8c21cfc9d02ae44672dc90f537467e3e
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,5d11b1ab06b892fb9507f359cbb9b29e
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",706d847aab1dc350e9fccf87e399ada7
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",f9a46b9ca7ed2080a0bff7ed15f0c2ce
1593,DR,Hurricane,HURRICANE DENNIS,768abd775645a30da506ee127f4193fa
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,170b2ab0a43dfd82b176ead5a39aceae
1590,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,caf4bdc29ecf64afddf992f309264bbe
1590,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,df5a9937f3a09f70c6a66a4f143c65d7
1593,DR,Hurricane,HURRICANE DENNIS,d470f967bf8ff42b18da4bd319ffcc98
1593,DR,Hurricane,HURRICANE DENNIS,c81dd7c7ee81ae51fed209b1dfa12a6a
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,2da253d7cca433567188a4f2d60a0d54
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,347e1d79ff01c9159afbb8fddfbd33a5
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",29cc746bd7766479b8befe2773b6252e
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",868fe1a3a1ac22341adb77c292c9d6d1
1593,DR,Hurricane,HURRICANE DENNIS,440fcccf469219ed73ede0ba6accfbff
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,0070c903e9969f5964cc7b12779a658d
1590,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,6c1eb4c0ce9287c4d35020afe90a83c3
1593,DR,Hurricane,HURRICANE DENNIS,10f1bd445cea26e561195842e6ad9e3a
1593,DR,Hurricane,HURRICANE DENNIS,d92a118f239b4956ab8c0415d07456a9
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,79288bb00647b8ac35372d4c46897b5b
1590,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,25e5f39f139fe7495ee950588d7c9170
1593,DR,Hurricane,HURRICANE DENNIS,967cd5bbcf1866920e0fc5f016c73763
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,1d86af312f843c68ed2c62e251f4e358
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",9b70e2ff1a18fa9f888279fac95e13ea
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,efc481bd76b20843966fed3629c39d83
1590,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,cba924e84bdebca8a3e047996a82ea12
1593,DR,Hurricane,HURRICANE DENNIS,d077f6c00375753c4330220834dbdc77
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,02623958fd9b4f4b1aba91c7446d1638
1589,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,3ff05b5f26f6602946ed54a4beb3ecaf
1591,DR,Severe Storm(s),"SEVERE STORMS, FLOODING, SNOW MELT, AND ICE JAMS",4767fb848d828d53a55beb9d2b5de911
1590,DR,Severe Storm(s),SEVERE STORMS AND FLOODING,26d8b626bffe26611c728e827af49881
1593,DR,Hurricane,HURRICANE DENNIS,f9298b9a595d7565a7498d28d703392c
1593,DR,Hurricane,HURRICANE DENNIS,50c5fc166066d9e4374f0676b135c1a9
1593,DR,Hurricane,HURRICANE DENNIS,01ad5675eb41cfa602fff011e3de6c7d
1593,DR,Hurricane,HURRICANE DENNIS,22a90924291ced697e23dd0977dd95dd
1593,DR,Hurricane,HURRICANE DENNIS,401eeb44a8428a4fad7c81a4ba8c5977
1593,DR,Hurricane,HURRICANE DENNIS,0f48d286377fc568d8b6f45a0b5ef640
1593,DR,Hurricane,HURRICANE DENNIS,9a90a2e2c3e086df51e2ad4eb16bf450
1594,DR,Hurricane,HURRICANE DENNIS,e0e3af96e7838ebb1e8b54f156fa6f99
1593,DR,Hurricane,HURRICANE DENNIS,59e82b82d0c0f7e53c9f30311fc33eaf
1593,DR,Hurricane,HURRICANE DENNIS,1f400c1be0e02e5bef37117f66474995
1593,DR,Hurricane,HURRICANE DENNIS,d493d1ae46db2616038863c2e789078f
1593,DR,Hurricane,HURRICANE DENNIS,f31b25eea183e4b5841943cbc9abbcd7
1593,DR,Hurricane,HURRICANE DENNIS,6d7fbffa9371ee304b4bb7245fa880eb
1593,DR,Hurricane,HURRICANE DENNIS,c839ffcf0e3afb3f80ed43c531e886c0
1593,DR,Hurricane,HURRICANE DENNIS,c383a1b71a4d0d9c580a22024fae2bf8
1593,DR,Hurricane,HURRICANE DENNIS,12b5c2bfaab5e3d754cb53c1463b1ccb
1593,DR,Hurricane,HURRICANE DENNIS,f8885b2a93fdc42aed7913017a69e268
1593,DR,Hurricane,HURRICANE DENNIS,b0c0bd978d744b30922ebdc28ea8a156
1594,DR,Hurricane,HURRICANE DENNIS,bae4ddbf8a7b15c706cb5bc4b565ae7b
1594,DR,Hurricane,HURRICANE DENNIS,fae45165f490f69cb5da3c48d18258b6
1593,DR,Hurricane,HURRICANE DENNIS,bb052b07946a7a2fd64e4bf88f06f200
1594,DR,Hurricane,HURRICANE DENNIS,5db05e8e90c50eda103a184e2d620aea
1593,DR,Hurricane,HURRICANE DENNIS,b2bce5c509c85da304bd7a0589987acd
1593,DR,Hurricane,HURRICANE DENNIS,634482f70416cd88c02497baf84d8f62
1593,DR,Hurricane,HURRICANE DENNIS,a1991bbf21c77b77c099e76cad4d60c1
1594,DR,Hurricane,HURRICANE DENNIS,c418c9ea5a8a657ff7ed0bc6f6cd20f4
1594,DR,Hurricane,HURRICANE DENNIS,7e25881124d0e5ade6291723f80c32a5
1594,DR,Hurricane,HURRICANE DENNIS,f9610c83170d4bbaec2ff49ab7146673
1594,DR,Hurricane,HURRICANE DENNIS,1a1311c1ee963bbfc79dccdf8426efd2
